99.86	25.96	2.014
99.94	25.96	2.615
99.98	25.96	1.768
99.86	26	3.094
99.94	26	1.998
99.98	26	1.992
100.02	26	2.57
99.86	26.04	2.688
99.9	26.04	1.959
99.94	26.04	2.374
99.98	26.04	2.45
100.02	26.04	1.973
100.06	26.04	1.749
99.86	26.08	2.37
99.9	26.08	3.005
99.94	26.08	2.465
99.98	26.08	2.967
100.02	26.08	2.013
100.06	26.08	1.92
100.1	26.08	2.487
99.86	26.12	2.489
99.9	26.12	2.101
99.94	26.12	2.52
99.98	26.12	2.694
100.02	26.12	2.162
100.06	26.12	1.993
100.1	26.12	2.559
100.14	26.12	2.363
99.86	26.16	1.231
99.9	26.16	1.883
99.94	26.16	2.52
99.98	26.16	2.322
100.02	26.16	1.758
100.06	26.16	3.362
100.1	26.16	1.785
100.14	26.16	2.131
99.86	26.2	2.945
99.9	26.2	2.981
99.94	26.2	2.646
99.98	26.2	2.089
100.02	26.2	1.782
100.06	26.2	3.682
100.1	26.2	2.674
100.14	26.2	3.671
99.94	26.24	2.471
99.98	26.24	1.967
100.02	26.24	1.931
100.06	26.24	2.501
100.1	26.24	2.419
100.14	26.24	1.745
99.98	26.28	1.455
100.02	26.28	2.39
100.06	26.28	2.61
100.1	26.28	2.466
100.02	26.32	3.019
100.06	26.32	3.068
100.1	26.32	2.814
100.06	26.36	3.433
