99.86	25.96	2.042
99.9	25.96	3.858
99.94	25.96	2.554
99.98	25.96	1.798
99.86	26	3.277
99.94	26	1.944
99.98	26	1.899
100.02	26	2.665
99.86	26.04	2.487
99.9	26.04	1.884
99.94	26.04	2.317
99.98	26.04	2.334
100.02	26.04	2.107
100.06	26.04	1.818
99.86	26.08	2.329
99.9	26.08	3.063
99.94	26.08	2.507
99.98	26.08	2.895
100.02	26.08	2.18
100.06	26.08	1.91
100.1	26.08	2.422
99.86	26.12	2.568
99.9	26.12	2.041
99.94	26.12	2.466
99.98	26.12	2.64
100.02	26.12	2.343
100.06	26.12	1.929
100.1	26.12	2.484
100.14	26.12	2.314
99.86	26.16	1.279
99.9	26.16	1.874
99.94	26.16	2.505
99.98	26.16	2.312
100.02	26.16	1.833
100.06	26.16	3.214
100.1	26.16	1.78
100.14	26.16	2.13
99.86	26.2	2.92
99.9	26.2	2.875
99.94	26.2	2.605
99.98	26.2	2.093
100.02	26.2	1.771
100.06	26.2	3.509
100.1	26.2	2.426
100.14	26.2	3.602
99.94	26.24	2.503
99.98	26.24	2.005
100.02	26.24	1.914
100.06	26.24	2.495
100.1	26.24	2.659
100.14	26.24	1.585
99.98	26.28	1.441
100.02	26.28	2.452
100.06	26.28	2.608
100.1	26.28	2.363
100.02	26.32	3.297
100.06	26.32	3.072
100.1	26.32	2.706
100.06	26.36	3.191
