99.86	25.96	2.407
99.9	25.96	2.325
99.94	25.96	3.221
99.98	25.96	1.97
99.86	26	3.331
99.9	26	3.093
99.94	26	1.823
99.98	26	1.463
100.02	26	2.238
99.86	26.04	2.672
99.9	26.04	1.665
99.94	26.04	1.901
99.98	26.04	2.272
100.02	26.04	2.451
100.06	26.04	1.603
99.86	26.08	1.992
99.9	26.08	2.389
99.94	26.08	1.983
99.98	26.08	2.524
100.02	26.08	2.065
100.06	26.08	1.581
100.1	26.08	2.245
99.86	26.12	2.524
99.9	26.12	1.9
99.94	26.12	2.325
99.98	26.12	2.023
100.02	26.12	2.2
100.06	26.12	1.912
100.1	26.12	2.479
100.14	26.12	1.949
99.86	26.16	1.386
99.9	26.16	1.751
99.94	26.16	2.147
99.98	26.16	1.869
100.02	26.16	1.994
100.06	26.16	2.222
100.1	26.16	1.709
100.14	26.16	2.452
99.86	26.2	2.236
99.9	26.2	2.243
99.94	26.2	2.15
99.98	26.2	2.117
100.02	26.2	2.007
100.06	26.2	2.049
100.1	26.2	2.327
100.14	26.2	2.155
99.9	26.24	1.933
99.94	26.24	1.969
99.98	26.24	2.12
100.02	26.24	1.725
100.06	26.24	2.424
100.1	26.24	2.115
100.14	26.24	1.257
99.98	26.28	1.516
100.02	26.28	2.237
100.06	26.28	1.732
100.1	26.28	2.21
100.02	26.32	2.309
100.06	26.32	3.595
100.1	26.32	3.552
100.06	26.36	1.911
