99.86	25.96	2.164
99.9	25.96	2.538
99.94	25.96	3.395
99.98	25.96	1.598
99.86	26	2.958
99.9	26	3.163
99.94	26	2.164
99.98	26	1.348
100.02	26	1.543
99.86	26.04	3.064
99.9	26.04	2.033
99.94	26.04	1.868
99.98	26.04	2.278
100.02	26.04	2.678
100.06	26.04	1.442
99.86	26.08	2.31
99.9	26.08	2.295
99.94	26.08	2.138
99.98	26.08	2.266
100.02	26.08	1.963
100.06	26.08	1.593
100.1	26.08	2.093
99.86	26.12	3.027
99.9	26.12	1.762
99.94	26.12	2.106
99.98	26.12	2.042
100.02	26.12	2.183
100.06	26.12	1.968
100.1	26.12	2.415
100.14	26.12	1.628
99.86	26.16	1.208
99.9	26.16	1.862
99.94	26.16	1.917
99.98	26.16	1.916
100.02	26.16	1.735
100.06	26.16	2.176
100.1	26.16	1.599
100.14	26.16	1.913
99.86	26.2	2.481
99.9	26.2	2.266
99.94	26.2	1.969
99.98	26.2	1.922
100.02	26.2	1.933
100.06	26.2	2.09
100.1	26.2	2.218
100.14	26.2	2
99.9	26.24	1.786
99.94	26.24	1.718
99.98	26.24	2.432
100.02	26.24	1.694
100.06	26.24	2.387
100.1	26.24	1.998
100.14	26.24	1.504
99.98	26.28	1.966
100.02	26.28	2.1
100.06	26.28	1.609
100.1	26.28	2.285
100.02	26.32	2.117
100.1	26.32	3.569
100.06	26.36	1.748
