99.86	25.96	2.419
99.9	25.96	2.755
99.94	25.96	3.131
99.98	25.96	1.603
99.86	26	3.4
99.9	26	2.849
99.94	26	1.765
99.98	26	1.729
100.02	26	3.363
99.86	26.04	2.347
99.9	26.04	1.727
99.94	26.04	2.033
99.98	26.04	2.309
100.02	26.04	2.604
100.06	26.04	1.503
99.86	26.08	2.042
99.9	26.08	2.666
99.94	26.08	2.058
99.98	26.08	2.534
100.02	26.08	2.172
100.06	26.08	1.669
100.1	26.08	2.133
99.86	26.12	2.459
99.9	26.12	1.847
99.94	26.12	2.326
99.98	26.12	2.195
100.02	26.12	2.358
100.06	26.12	1.88
100.1	26.12	2.302
100.14	26.12	2.163
99.86	26.16	1.345
99.9	26.16	1.747
99.94	26.16	2.147
99.98	26.16	1.971
100.02	26.16	1.955
100.06	26.16	2.21
100.1	26.16	1.861
100.14	26.16	2.156
99.86	26.2	2.124
99.9	26.2	2.502
99.94	26.2	2.32
99.98	26.2	2.189
100.02	26.2	1.968
100.06	26.2	2.358
100.1	26.2	2.36
100.14	26.2	3.117
99.9	26.24	2.035
99.94	26.24	2.125
99.98	26.24	2.062
100.02	26.24	1.842
100.06	26.24	2.272
100.1	26.24	2.069
100.14	26.24	1.584
99.98	26.28	1.434
100.02	26.28	2.172
100.06	26.28	2.061
100.1	26.28	2.901
100.02	26.32	2.954
100.06	26.32	3.589
100.1	26.32	2.507
100.06	26.36	1.948
